polarity,content,content_clean
-1,"De nuevo en la escuela, porque agarre inter #matavacaciones",de nuevo en la escuela porque agarre inter matavacaciones
0,"@CotoLau @AndreCorts yo también tuve los libros de AMP y no me convecieron :/, yo pasé los exámenes pero gracias a los exámenes viejos",yo tambin tuve los libros de amp y no me convecieron yo pas los exmenes pero gracias a los exmenes viejos
1,@DraAChvez que mala pata ojalá te recuperes pronto! Feliz año!,que mala pata ojal te recuperes pronto feliz ao
1,Ahora sí es oficial... tengo el trabajo más chiva que podía pedir,ahora s es oficial tengo el trabajo ms chiva que poda pedir
0,Yo muchísimo mas . Hablamos al DM y te paso él apartado postal,yo muchsimo mas hablamos al dm y te paso l apartado postal
1,Que rico que es dormir,que rico que es dormir
1,"@intrascendente jajaja ya es parte de ti y está bonito y está bien, hombre",jajaja ya es parte de ti y est bonito y est bien hombre
-1,La ansiedad que me da cuando no puedo dormir es de las peores cosas que he eerimentado,la ansiedad que me da cuando no puedo dormir es de las peores cosas que he eerimentado
1,"El porno es motivación, no lo pueden prohibir",el porno es motivacin no lo pueden prohibir
-1,"@mchl1782 @SalitaSin @CharitoObando Mas bien, penoso desconocimiento diversas realidades del Perú. Ahora anda preocupada x el clásico(!?)",mas bien penoso desconocimiento diversas realidades del per ahora anda preocupada x el clsico
-1,"@SoyTanNinaBien jaja, estás aburrida!? Mejor cuéntanos otro cuento",jaja ests aburrida mejor cuntanos otro cuento
-1,"@xkidas @NCouto2000 @GonzaloCelis claro q me miro al espejo, no soy un asco como tus jugadores terrajas",claro q me miro al espejo no soy un asco como tus jugadores terrajas
-1,@PabloCardelino ¿Esto es joda? Espero que lo que suben al camión sea distinto de lo que descargan @LeoVeigaSanchez @JMilei,esto es joda espero que lo que suben al camin sea distinto de lo que descargan
-1,"Otra vez quieren desnaturalizar el tema #BienestarAnimal, dejando en el texto de iniciativa popular sólo a perros y gatos.",otra vez quieren desnaturalizar el tema bienestaranimal dejando en el texto de iniciativa popular slo a perros y gatos
-1,"Nunca hablamos por privado, 1era vez que lo hacemos y es porque me mande la cagada del día.",nunca hablamos por privado 1era vez que lo hacemos y es porque me mande la cagada del da
-1,"No me gusta mi nuevo lugar, estoy con chavos de FCA pero extraño a mi departamento T.T",no me gusta mi nuevo lugar estoy con chavos de fca pero extrao a mi departamento tt
-1,Según uno de mis propósitos es leer más pero ya estamos a 8 de Enero y no he comprado ni un libro nuevo,segn uno de mis propsitos es leer ms pero ya estamos a 8 de enero y no he comprado ni un libro nuevo
0,Y si vieras todas las heridas internas quizás entonces me entiendas,y si vieras todas las heridas internas quizs entonces me entiendas
-1,Yo dije que ayer no debí salir pero es que AGGGGG matenme solol soy un ser humano pero esta vez sí LA cague BIEN feo,yo dije que ayer no deb salir pero es que aggggg matenme solol soy un ser humano pero esta vez s la cague bien feo
-1,@nahimachoura que te pareció el tercer uniforme de nuestras aguilas? A mi no me gustó pero se ve mejor que el de local...chale..,que te pareci el tercer uniforme de nuestras aguilas a mi no me gust pero se ve mejor que el de localchale
1,No puedo creer que estoy llendo por una hora sola al liceo nono que onda voy por 45 min nada mas mejor no podia ser,no puedo creer que estoy llendo por una hora sola al liceo nono que onda voy por 45 min nada mas mejor no podia ser
1,@AleArguelloF ojalá sigan juntos mucho tiempo,ojal sigan juntos mucho tiempo
-1,"Que se te pierda el DNI justo a días de viajar, horrible, la verdad",que se te pierda el dni justo a das de viajar horrible la verdad
1,Meeee encanta saber que mañana tengo toda la mañana la casa sola Jee,meeee encanta saber que maana tengo toda la maana la casa sola jee
-1,Bonomi esplendoroso en su ejemplificación personal del índice de Dunning-Kruger,bonomi esplendoroso en su ejemplificacin personal del ndice de dunningkruger
-1,El post que compartió @LuisLauretto no voy a poder estar tranquila hasta que anuncie quién viene. Y ya estoy pobre #GnR #Metallica,el post que comparti no voy a poder estar tranquila hasta que anuncie quin viene y ya estoy pobre gnr metallica
-1,Cuando piensas que las cosas van a toda madre y la cagan la vida es un riesgo carnal!,cuando piensas que las cosas van a toda madre y la cagan la vida es un riesgo carnal
-1,"@valealfaroq Yo ando en las mismas, pero no tanto dolor sino inflamación y parezco embarazada. ¡Qué horror!",yo ando en las mismas pero no tanto dolor sino inflamacin y parezco embarazada qu horror
-1,"Cálmala pinche Jesús, si me quiero morir y todo pero no de esta forma tan culera, que me atropelle un carro mejor.",clmala pinche jess si me quiero morir y todo pero no de esta forma tan culera que me atropelle un carro mejor
1,"Y en el café sonó ""Son Inú"". Y hasta los que estábamos sentados, nos meneamos",y en el caf son son in y hasta los que estbamos sentados nos meneamos
0,Hoy era un buen día para que Rodolfo Pereyra no me tenga bloqueado,hoy era un buen da para que rodolfo pereyra no me tenga bloqueado
1,"@AngelaDelRioM hola preciosa. A pesar del frío, mis ganas de verte todos los días es mas grande, ya que me alegras con tu bella sonrisa.",hola preciosa a pesar del fro mis ganas de verte todos los das es mas grande ya que me alegras con tu bella sonrisa
-1,@Linnjimenez y uno se pone triste cuando no quedan papas en la bolsa.,y uno se pone triste cuando no quedan papas en la bolsa
0,La vara es que odio las materias teóricas y amo cocinar,la vara es que odio las materias tericas y amo cocinar
1,"@PauAj97 Todo cool, a lo mejor estudio en UV, a ver si mañana pasó",todo cool a lo mejor estudio en uv a ver si maana pas
-1,Ya no logré mi propósito de ser más puntual. Voy a tener que esperar hasta el 2018.,ya no logr mi propsito de ser ms puntual voy a tener que esperar hasta el 2018
1,"@iMCZC Ay, no me diga eso, todo es posible aún.",ay no me diga eso todo es posible an
1,"Buenos días!!! Cuando la vida es dulce, da las gracias y sonríe. Cuando no es así, da las gracias, crece y aprende... Besitos",buenos das cuando la vida es dulce da las gracias y sonre cuando no es as da las gracias crece y aprende besitos
0,"@TiaEuge2011 siempre me gusta leer e informarme, por supuesto. De hecho no es q desconozca el tema, pero x supuesto. Gracias.",siempre me gusta leer e informarme por supuesto de hecho no es q desconozca el tema pero x supuesto gracias
0,@RufinaCamejo @mister__lemon @diego_vallarino Wrong. Desde 2005 hasta exactamente la primera vez en que pierda el FA,wrong desde 2005 hasta exactamente la primera vez en que pierda el fa
1,"Plan familia a full, después una linda recorrida por Argentina. ¡Volvimos nuevos y contentos! ¡Viajar y tocar lo máximo!",plan familia a full despus una linda recorrida por argentina volvimos nuevos y contentos viajar y tocar lo mximo
-1,Pinche ex mejor amigo lo odio,pinche ex mejor amigo lo odio
-1,"No existen palabras para esta triste noticia. D.E.P Jose Ruben Molina, te extrañare mucho campeón, tenlo por seguro.",no existen palabras para esta triste noticia dep jose ruben molina te extraare mucho campen tenlo por seguro
-1,Cuando me pongo a dieta mas se me antojan las cosas delis ni modo a seguir comiendo melón,cuando me pongo a dieta mas se me antojan las cosas delis ni modo a seguir comiendo meln
-1,Es triste quitar todas las cosas de Navidad,es triste quitar todas las cosas de navidad
1,@drlejtik @TauroAgencia @LaPlazaMexico jaja insisto se pondra buenisimo,jaja insisto se pondra buenisimo
-1,Mas cuando no tienes a alguien que te de esas palabras de aliento que necesitas para sentirte mejor,mas cuando no tienes a alguien que te de esas palabras de aliento que necesitas para sentirte mejor
0,Yo solo quiero que me engria,yo solo quiero que me engria
1,Hoy tuve mi primera premier y fue un éxito,hoy tuve mi primera premier y fue un xito
0,"@candetinelli Muy de menos !!, precioso botija ...",muy de menos precioso botija
0,PeroFuiste mi primera mascota.....Te di tu primer baño y te cuide Pero son cosas de la vida pero ahora tengo a M…,perofuiste mi primera mascotate di tu primer bao y te cuide pero son cosas de la vida pero ahora tengo a m
-1,"#Windows10 qué mal me caes... @Microsoft Para abrir cualquier navegador o aplicación es tan lento, torpe e ineficiente que da pavor",windows10 qu mal me caes para abrir cualquier navegador o aplicacin es tan lento torpe e ineficiente que da pavor
-1,@RacheliuxCastro @jkriptos tenemos pendiente un vacío whisky y habanos. Como que este fin complicado,tenemos pendiente un vaco whisky y habanos como que este fin complicado
-1,Necesito que sea viernes para que paguen. Estoy en la miseria total,necesito que sea viernes para que paguen estoy en la miseria total
-1,A mí en serio esas cosas de ganar no se me dan,a m en serio esas cosas de ganar no se me dan
-1,Que tu primo te llame tan tempranito para que lo ayudes que esta detenido en la comisaria no tiene precio #muerodesueño,que tu primo te llame tan tempranito para que lo ayudes que esta detenido en la comisaria no tiene precio muerodesueo
0,@Vecort1577 O en la misma al otro día,o en la misma al otro da
-1,"@gbudino @cutcsaok @Dmartinez_uy seria interesante que Cutcsa entonces libere sus datos, que en el fondo son de todos",seria interesante que cutcsa entonces libere sus datos que en el fondo son de todos
-1,"Fui a @Cinemex x lo cerca que esta de mi casa solo p ver q no tienen ""La Llegada""  #fail ya estoy en @Cinepolis , no hay como en casa!",fui a x lo cerca que esta de mi casa solo p ver q no tienen la llegada fail ya estoy en no hay como en casa
-1,Nunca me había dormido tanto en una película de timburton que raro,nunca me haba dormido tanto en una pelcula de timburton que raro
-1,caro no quiere mas a su amiga,caro no quiere mas a su amiga
1,"""@monssev12: We, yo solo quiero que alito y lapizito me quieran, ¿Es mucho pedir?"" X2 @lapizito123",we yo solo quiero que alito y lapizito me quieran es mucho pedir x2
1,@PatoParodiC espero que te mejores,espero que te mejores
1,"Que haya una planta de tamarindo afuera de la que posiblemente va a ser la casa en la que vivas de vez en cuando, es una buena señal",que haya una planta de tamarindo afuera de la que posiblemente va a ser la casa en la que vivas de vez en cuando es una buena seal
-1,"Hoy inicia la concachampions 2016-2017 pero realmente no importa porque no esta la @ldacr, en todo caso la voy a seguir porque si",hoy inicia la concachampions 20162017 pero realmente no importa porque no esta la en todo caso la voy a seguir porque si
-1,estoy pensando q a esta hora estaría viajando a argentina necesito q me peguen un balazo y me revivan desp del maximus ahre ni me revivan,estoy pensando q a esta hora estara viajando a argentina necesito q me peguen un balazo y me revivan desp del maximus ahre ni me revivan
-1,No sé ni qué leer para tratar de entender lo que va a pasar. Todas mis fuentes usuales fallaron,no s ni qu leer para tratar de entender lo que va a pasar todas mis fuentes usuales fallaron
1,@mayteaguirre ¡Cero! Lo que te haga feliz o te de tranquilidad está súper bien.,cero lo que te haga feliz o te de tranquilidad est sper bien
1,98% de los circuitos escrutados en Colombia. 60% de abstencion. Gana el No. #PazParaColombia,98 de los circuitos escrutados en colombia 60 de abstencion gana el no pazparacolombia
1,@twocannn a mediodía? La próxima no lo dude! Aunque me vea serio yo soy un carajo buena nota!,a medioda la prxima no lo dude aunque me vea serio yo soy un carajo buena nota
-1,"@bbzote sí, pero nada. Creo que es por vivir en la última calle ya les dio flojera",s pero nada creo que es por vivir en la ltima calle ya les dio flojera
-1,"@libadri perfecto. ¡Gracias! A ver cuánto me toca pagar este año, que ya 3 años he pagado lo mismo.",perfecto gracias a ver cunto me toca pagar este ao que ya 3 aos he pagado lo mismo
-1,"Odio el internado de la Agraria, hace que no se conecte",odio el internado de la agraria hace que no se conecte
0,"@J_B_Rodriguez @mariansugarci Que nos pasen la ""fórmula mágica"" así hacemos lo mismo!!",que nos pasen la frmula mgica as hacemos lo mismo
0,Jajajaja mejor que no me la robes Igual vos empezaste!!,jajajaja mejor que no me la robes igual vos empezaste
-1,@zabdiel1344 quise hacer un video de momentos junto a ti pero recorde que solo tengo 1 foto,quise hacer un video de momentos junto a ti pero recorde que solo tengo 1 foto
-1,Para que me robaran 4 millones de pesos como en la casa de Andrés García me tendrían que robar la casa con todo y casa y ni así,para que me robaran 4 millones de pesos como en la casa de andrs garca me tendran que robar la casa con todo y casa y ni as
-1,"Oiga @NarcosNetflix porque no me reviven a Escobar, pa que se ponga interesante la serie.! eh jajajaja ( es en serio)",oiga porque no me reviven a escobar pa que se ponga interesante la serie eh jajajaja es en serio
1,@cuervotinelli Muy buenos días para mi papá que lo adoro con todas mis fuerzas  ... Excelente Martes !!!,muy buenos das para mi pap que lo adoro con todas mis fuerzas excelente martes
-1,No hay mayores problemas dice vocero Lewin Mejía sobre amago de incendio... es un centro comercial no una bodega @hudwalker @canalN_,no hay mayores problemas dice vocero lewin meja sobre amago de incendio es un centro comercial no una bodega
0,"...Yo solo googleaba y leía posts de Taringa, entraba a un Youtube diferente al de hoy.Y Gracias a todo eso hoy soy como soy @microbox6",yo solo googleaba y lea posts de taringa entraba a un youtube diferente al de hoyy gracias a todo eso hoy soy como soy
0,"@underpoch @10_nov @nuligesta @LuJVS La rubia es una vieja teñida, farandulera pero tiene la tarasca",la rubia es una vieja teida farandulera pero tiene la tarasca
1,"@abdielsmusic #TeamAbdiel #barbies no hay mejor cover que este, en realidad todo es hermoso con tu voz",teamabdiel barbies no hay mejor cover que este en realidad todo es hermoso con tu voz
-1,Ojalá la capital este tan caliente como dicen esos q se quejan del clima caluroso!!!!,ojal la capital este tan caliente como dicen esos q se quejan del clima caluroso
0,"@Juan_S_Alba No,No,No! No sabe de Fútbol El mejor equipo es el Barcelona JAJAJAJAJAJAJA",nonono no sabe de ftbol el mejor equipo es el barcelona jajajajajajaja
0,3:23 AM instalando todo en un celular de emergencia y a ser paciente porque es lentoooooo pero me salvo otra vez,323 am instalando todo en un celular de emergencia y a ser paciente porque es lentoooooo pero me salvo otra vez
0,Lo gracioso es que esto es real,lo gracioso es que esto es real
1,"Agustín marco mi vida, la cambio por completo y eso no me lo voy a olvidar nunca, GRACIAS",agustn marco mi vida la cambio por completo y eso no me lo voy a olvidar nunca gracias
-1,Lo peor de recibir clases en un restaurante es el fuerte olor a comida y el hambre que me tengo.,lo peor de recibir clases en un restaurante es el fuerte olor a comida y el hambre que me tengo
1,@MhBazzino10 Hola María Helena!!! Muchas gracias amiga. Mañana iniciamos con mucho gusto con la info desde aquí. Abrazo grande,hola mara helena muchas gracias amiga maana iniciamos con mucho gusto con la info desde aqu abrazo grande
0,@_suniac que ya no quedan diseñadores gráficos anarquistas?,que ya no quedan diseadores grficos anarquistas
1,Una pizza. Una conversación amena. Amigos. Buena noche,una pizza una conversacin amena amigos buena noche
-1,No es posible que justo hoy me sienta enferma.,no es posible que justo hoy me sienta enferma
0,"@DiceDiego1 @LopRock Ohhh ño ño ño ... Es el costo de trabajar estable. Pre quema? Jajajaja yara, me apunto para la quema más seguro",ohhh o o o es el costo de trabajar estable pre quema jajajaja yara me apunto para la quema ms seguro
-1,Pq nunca puedo tener un perro propio?,pq nunca puedo tener un perro propio
1,"@dannyviLe Es la pelada. Si los estudios dicen que te hace más alto y más fuerte, seguro que también más joven",es la pelada si los estudios dicen que te hace ms alto y ms fuerte seguro que tambin ms joven
1,"@emarlyworld feliz sabado para ti tbm,a los tiempos entro al twitter y es agradable que a la primera persona que vea, sea a ti !!!",feliz sabado para ti tbma los tiempos entro al twitter y es agradable que a la primera persona que vea sea a ti
-1,Me cago en la puta,me cago en la puta
1,"@Smilue TE AMOOOOOO CSM A LA FI,y la verdad que eres la única que soporto de las amigas de tú sabes quien jeje",te amoooooo csm a la fiy la verdad que eres la nica que soporto de las amigas de t sabes quien jeje
0,"Ni siquiera subi a la montaña mas alta porque ""es muy peligroso"" solo el camino es angosto, oe, yo queria mi foto con la llama",ni siquiera subi a la montaa mas alta porque es muy peligroso solo el camino es angosto oe yo queria mi foto con la llama
0,"@nachoabalos si, lo ideal sería q te la llevan a tu casa o lugar de trabajo y de paso que sea en un bondi @ElOjoChurrinche @Dmartinez_uy",si lo ideal sera q te la llevan a tu casa o lugar de trabajo y de paso que sea en un bondi
1,#KeikoLaMujerDelAño ... Gracias por poner las bases al partido mas bueno de todos los tiempos. Somos Naranjas,keikolamujerdelao gracias por poner las bases al partido mas bueno de todos los tiempos somos naranjas
-1,"Me está costando creer que mi perro ya es viejito ya no me escucha , se tropieza con todo y ya no me pasa cuando corremos juntos",me est costando creer que mi perro ya es viejito ya no me escucha se tropieza con todo y ya no me pasa cuando corremos juntos
1,#FelizDOMINGO que la paz de dios llene tu vida en este bello día #bendiciones para todos,felizdomingo que la paz de dios llene tu vida en este bello da bendiciones para todos
0,De qué sirven los feriados si al final toca recuperar con horas extras,de qu sirven los feriados si al final toca recuperar con horas extras
1,"Yastas! Aunque me anda fallando pero es buena idea, tu dirás! @RulitoHD",yastas aunque me anda fallando pero es buena idea tu dirs
-1,"Sean las cuentas de Mc reales o no, no lo veo bien si quieren una cuenta consigan el dinero y cómprenla con su esfuerzo, no por rts",sean las cuentas de mc reales o no no lo veo bien si quieren una cuenta consigan el dinero y cmprenla con su esfuerzo no por rts
-1,"@204Danielle Extrañaremos mucho a Tamara, la mala mas buena vivirá siempre en nuestros corazones.",extraaremos mucho a tamara la mala mas buena vivir siempre en nuestros corazones
1,"Buen día @Dr_ivrecagu muchas gracias por su comentario, es un gusto servirle.",buen da muchas gracias por su comentario es un gusto servirle
1,"@quijanojor jjajajaja. Mi segundo amor es Rampla, el equipo de mi papá querido... Gte de barrio, obreros, flia.",jjajajaja mi segundo amor es rampla el equipo de mi pap querido gte de barrio obreros flia
0,millennial memorial: cambiar contraseña wifi con el nombre del gatito amigo de boabdil que se acaba de morir,millennial memorial cambiar contrasea wifi con el nombre del gatito amigo de boabdil que se acaba de morir
0,Parce yo estoy igual @PaisaVlogs,parce yo estoy igual
1,@AlissonAyala que lindo saberte. Un abrazote! Feluz 2017,que lindo saberte un abrazote feluz 2017
-1,"@DebnamFabray si, la verdad si fue feo",si la verdad si fue feo
-1,"@GScharrua ¿Y tu? ¿Contame que les dan a las focas en el zoo? jaaja Gracias por hacerme reir gratis, TODO LO DEMÁS TU GOBIERNO LO COBRA",y tu contame que les dan a las focas en el zoo jaaja gracias por hacerme reir gratis todo lo dems tu gobierno lo cobra
-1,"En situaciones en las que no sepas que hacer, sumérgete en ti y sólo así podrás escuchar lo que tú alma y tu corazón tienen que decir",en situaciones en las que no sepas que hacer sumrgete en ti y slo as podrs escuchar lo que t alma y tu corazn tienen que decir
-1,"@Jorge_Rivera8 la del mio peor, tengo que andar con dos telefonoa para poder revisar tw, fb e ig",la del mio peor tengo que andar con dos telefonoa para poder revisar tw fb e ig
-1,"El dolor. Pude tener muchas definiciones, pero el dolor de una madre por la repentina partida de un hijo; es un dolor irreparable. #Dolor",el dolor pude tener muchas definiciones pero el dolor de una madre por la repentina partida de un hijo es un dolor irreparable dolor
0,"@jair_mendieta me insultas noo, solo quiero verte",me insultas noo solo quiero verte
-1,quería meter siesta entre sesión y sesión de la confe pero ya casi aranca la segunda parte,quera meter siesta entre sesin y sesin de la confe pero ya casi aranca la segunda parte
1,Ayer fue cumpleaños del amor de mi vida que ya no está en mi vida pero que fue y será un buen amor en mi vida. Ojalá la haya pasado feliz,ayer fue cumpleaos del amor de mi vida que ya no est en mi vida pero que fue y ser un buen amor en mi vida ojal la haya pasado feliz
1,Jaja tremendo cuerpo y es una nena,jaja tremendo cuerpo y es una nena
-1,Es normal que después de todo un fin con mi novio ahora lo esté extrañando?... ._. ya traiganmelo,es normal que despus de todo un fin con mi novio ahora lo est extraando ya traiganmelo
1,"@ron_quintanilla @belecastillo jajajaja cual domingo ohhh, estos últimos días me han elotado",jajajaja cual domingo ohhh estos ltimos das me han elotado
0,El tiempo está conspirando para que yo no engorde! Es la segunda vez que se larga la lluvia cuando voy saliendo a comprarme bruto postre,el tiempo est conspirando para que yo no engorde es la segunda vez que se larga la lluvia cuando voy saliendo a comprarme bruto postre
0,Cuando todo es felicidad y falla un sector del disco de la laptop y se borran archivos muy importantes de la chamba,cuando todo es felicidad y falla un sector del disco de la laptop y se borran archivos muy importantes de la chamba
-1,Estoy muy sensible! Triste por lo de hoy! El futbol este de luto,estoy muy sensible triste por lo de hoy el futbol este de luto
1,"@cuervotinelli @demianchildemb1 Un solo corazón !!. Te amo Viejo :*, que descanses, me fui a dormir... Me gustaría soñar con vos",un solo corazn te amo viejo que descanses me fui a dormir me gustara soar con vos
0,"@DiceDiego1 @LopRock Ohhh ño ño ño ... Es el costo de trabajar estable. Pre quema? Jajajaja yara, me apunto para la quema más seguro",ohhh o o o es el costo de trabajar estable pre quema jajajaja yara me apunto para la quema ms seguro
1,Nunca me he ganado nada con @PizzaHutCRC y que chuzo sería probar la nueva pizza esta tarde liberiana está como para la Crown Pizza,nunca me he ganado nada con y que chuzo sera probar la nueva pizza esta tarde liberiana est como para la crown pizza
1,@MemoCalderonS feliz año tu! Tenía un rato de no saludar. Un abrazo,feliz ao tu tena un rato de no saludar un abrazo
0,@JorgeCallirgos q horrible sentimiento ajajaja,q horrible sentimiento ajajaja
0,Eso de que vas al cine y tienes la mala suerte de ver a un ex con una tipa horrorosa!,eso de que vas al cine y tienes la mala suerte de ver a un ex con una tipa horrorosa
-1,"@weexmx Un mes esperando mi chip 4G, no llego y me piden que de otra dirección con razón desconocida, voy al 7 eleven por un chip, no hay",un mes esperando mi chip 4g no llego y me piden que de otra direccin con razn desconocida voy al 7 eleven por un chip no hay
-1,"@Debbiesape Falta que te acostumbres más seguro p, salir de día es un suicidio",falta que te acostumbres ms seguro p salir de da es un suicidio
-1,@TipicaLoca @salocinuy @Agronegocios_Uy dicen las malas lenguas que tiene o tenía el conocimiento para ser licenciado..podría calificar.,dicen las malas lenguas que tiene o tena el conocimiento para ser licenciadopodra calificar
-1,Lo más triste es que debo llegar a terninar un ensayo para mañana #prayforsergi,lo ms triste es que debo llegar a terninar un ensayo para maana prayforsergi
-1,"El asesinato nuestro de cada día... Pero, eso sí, Vázquez está muy contento con Bonomi.",el asesinato nuestro de cada da pero eso s vzquez est muy contento con bonomi
0,@oviedo_6 yo personalmente lo bloquearía inmediatamente pero al final yo no soy una belleza so,yo personalmente lo bloqueara inmediatamente pero al final yo no soy una belleza so
1,estoy apunto de estar feliz pueden creer eso ? yo no !,estoy apunto de estar feliz pueden creer eso yo no
-1,@PauArce21 en serio que una se va a graduar en el tiempo de Dios,en serio que una se va a graduar en el tiempo de dios
-1,"Mi ""supuesta"" pariente segun la cabernicola me ah mandado la soli",mi supuesta pariente segun la cabernicola me ah mandado la soli
-1,"@JJNL21 siii a estar asustada, pero son horribles estos dolores ni modo",siii a estar asustada pero son horribles estos dolores ni modo
-1,Como cuando estás súper triste y pones un playlist de Camila y Ha Ash . Los de la agencia se van a deprimir,como cuando ests sper triste y pones un playlist de camila y ha ash los de la agencia se van a deprimir
0,"Pero qué rico es dormir hasta las 9'41 am , te sientes tan vago",pero qu rico es dormir hasta las 941 am te sientes tan vago
-1,"@RufinaCamejo Comprando ropa en el barrio chino en Los Ángeles, ni inglés hablaban @dannyviLe",comprando ropa en el barrio chino en los ngeles ni ingls hablaban
1,Me gusto mucho #AHSRoanoke fue una temporada muy buena y mucho miedo pero corta ya estoy ansiosa por la temporada 7️,me gusto mucho ahsroanoke fue una temporada muy buena y mucho miedo pero corta ya estoy ansiosa por la temporada 7
1,@joannabolona que paso? también?... vao a jugar FIFA15 en play 3.. con unas coronas!... hahaha! se vienen mejores días! saludos!,que paso tambin vao a jugar fifa15 en play 3 con unas coronas hahaha se vienen mejores das saludos
-1,"@SirRhosisRGL eso sí, hay raza que de verdad está súper jodida",eso s hay raza que de verdad est sper jodida
-1,@AlejoAbarca muy underground ya mano,muy underground ya mano
0,"En mi vida siempre pasan personas, De esas que valen oro, pero nunca vas a tener. De alguna manera es muy lindo ilusionarse",en mi vida siempre pasan personas de esas que valen oro pero nunca vas a tener de alguna manera es muy lindo ilusionarse
1,#EVDLV @ErnestoJimenex es el hombre perfecto,evdlv es el hombre perfecto
-1,@valeriazumbado Esto es lo más triste :! Pero espero que el 24 sí,esto es lo ms triste pero espero que el 24 s
1,@vanessasaba75 buen duo con Manolo B. En cuatro linda cancion. . como tantas de mar de copas q estan en el soundtrack de mi vida.,buen duo con manolo b en cuatro linda cancion como tantas de mar de copas q estan en el soundtrack de mi vida
1,"Enamorarse de la misma persona todos los días, eso es amor. #buenfindesemana @KarinLedl1",enamorarse de la misma persona todos los das eso es amor buenfindesemana
1,"@J_Pietra Me gustaria conoserte Y estar 1 dia contigo y con todo el plantel de chivas,me gustas como narra pero como nunca me aras caso",me gustaria conoserte y estar 1 dia contigo y con todo el plantel de chivasme gustas como narra pero como nunca me aras caso
1,@MarifeCastroR si que bueno les gusto eso buscamos que las personas les guste la interpretación y cosplay muchas gracias a ti,si que bueno les gusto eso buscamos que las personas les guste la interpretacin y cosplay muchas gracias a ti
-1,"Ya me da miedo dormir con alguien, hablo sola y que tal si digo cosas que no debo",ya me da miedo dormir con alguien hablo sola y que tal si digo cosas que no debo
1,"Definitivamente la mejor decisión de este sábado ha sido quedarme en casa con mis abuelos, prepararles la cena y conversar de todo",definitivamente la mejor decisin de este sbado ha sido quedarme en casa con mis abuelos prepararles la cena y conversar de todo
0,No sé qué onda con spotify que ya llevo escuchando medio disco de serge y no me sale ninguna publicidad. Cómo engatuzan a l pobres,no s qu onda con spotify que ya llevo escuchando medio disco de serge y no me sale ninguna publicidad cmo engatuzan a l pobres
0,"Mi vida cada día esta mejor, para mi gusto pero para molestia de muchos, lastima xq no debería molestarte lo que a otros los hace feliz",mi vida cada da esta mejor para mi gusto pero para molestia de muchos lastima xq no debera molestarte lo que a otros los hace feliz
1,"@wendyriveran1 jaja tienes talento para componer canciones eh si terminas la letra me la pasas,me gustaría escucharla",jaja tienes talento para componer canciones eh si terminas la letra me la pasasme gustara escucharla
-1,Ayer fui a @subwaycr y aún no estaban listos para recibir donaciones de puntos,ayer fui a y an no estaban listos para recibir donaciones de puntos
1,"@FChavezCabrera Lo leí y pensé en ti Quisiera ser una hormiguita y trepar por tu balcón para decirte al oído:guapo,bonito y bombón.",lo le y pens en ti quisiera ser una hormiguita y trepar por tu balcn para decirte al odoguapobonito y bombn
-1,Que decepción que gente que lo es todo te oculte cosas. ¿Tan difícil es decir la verdad?,que decepcin que gente que lo es todo te oculte cosas tan difcil es decir la verdad
0,"@DafneCa1 estaba pensando en preguntarte sí ibas a ir jaja :v,el jueves nos vemos allá me voy a sentir raro por que todos ya se llevan",estaba pensando en preguntarte s ibas a ir jaja vel jueves nos vemos all me voy a sentir raro por que todos ya se llevan
-1,Envenenaron al Bruno Ya lo atendió el veterinario pero tengo miedo de que no aguante.,envenenaron al bruno ya lo atendi el veterinario pero tengo miedo de que no aguante
0,"Yo quería para navidad la jodida mascara de Buckethead, pero todos piensan que es un regalo de mrd",yo quera para navidad la jodida mascara de buckethead pero todos piensan que es un regalo de mrd
-1,Nada más bonito que ir en bus lleno y que alguien comience a toser como si se le fuera a salir un pulmón,nada ms bonito que ir en bus lleno y que alguien comience a toser como si se le fuera a salir un pulmn
-1,Rodrigo es malo me deja sola una semana,rodrigo es malo me deja sola una semana
0,@andresantoniuk @LaPasiva lindo loop-hole para forzar efectivo sin ser sancionados Hats off.,lindo loophole para forzar efectivo sin ser sancionados hats off
1,Es tarde ya bendiciones mimosos,es tarde ya bendiciones mimosos
1,"Al principio me dolió ese corazón azul, luego recordé cómo era y que no tiene bandera y se me pasó",al principio me doli ese corazn azul luego record cmo era y que no tiene bandera y se me pas
-1,"@RecuerdosPeru sus valores ""procatolicos"" no concuerdan con su evidente machismo",sus valores procatolicos no concuerdan con su evidente machismo
1,"Siempre me han dicho que la relación que tengo con mi papá es muy bonita, es por que siempre solo nos hemos tenido el uno al otro",siempre me han dicho que la relacin que tengo con mi pap es muy bonita es por que siempre solo nos hemos tenido el uno al otro
-1,Que horrible sensación cuando se te atasca una pastilla en la garganta #Meduele.,que horrible sensacin cuando se te atasca una pastilla en la garganta meduele
-1,Cuando hago desordenes con el horario de la comida me agarra un dolor de cabeza permanente,cuando hago desordenes con el horario de la comida me agarra un dolor de cabeza permanente
1,@UnBolasTristes En eso tenes razon jjaaa,en eso tenes razon jjaaa
-1,Necesito una nueva mejor amiga xq mi mejor amiga está muy ocupada para mi,necesito una nueva mejor amiga xq mi mejor amiga est muy ocupada para mi
